Temperature,Moisture,Nitrogen,Phosphorus,Potassium,pH,Label
23,81,201,61,172,8.210435493404953,Drainage
27,72,215,56,64,6.0509285514585,MOP
28,75,152,57,299,6.799151831051611,Urea
19,29,138,21,241,6.955470052271413,Healthy
25,72,228,48,222,6.370676694053712,DAP
22,30,254,47,101,8.610910349631892,DAP
25,57,241,48,295,4.730430720633028,Dolomite
27,62,197,57,294,6.30663373732598,Healthy
30,69,237,13,293,6.310949315380317,DAP
30,95,217,43,266,6.346687127759666,Drainage
23,71,217,59,229,7.745185520606865,Irrigate
29,71,232,46,218,6.079905263787071,Healthy
27,80,219,49,275,7.005471228590834,Healthy
29,65,226,41,243,7.935446118354237,Drainage
29,65,222,20,239,6.197644468555768,DAP
29,73,220,54,239,5.312232081310983,Dolomite
32,69,217,18,263,6.300505571256494,DAP
25,77,224,40,217,6.376227656978421,Healthy
28,36,242,58,283,6.740878000860585,Irrigate
25,31,218,54,290,6.001168531462377,Healthy
21,65,232,11,45,4.855956666676106,DAP
30,68,197,42,289,6.347072179440833,Irrigate
25,94,204,62,292,6.811423830498431,Drainage
25,80,195,10,236,8.289870470170687,Drainage
26,32,213,58,265,6.416097478161018,Irrigate
25,79,248,40,223,6.846107787867306,Healthy
25,72,218,50,217,7.691228404042781,Sulfur
30,69,53,45,261,6.473820128358529,Urea
23,68,241,53,259,6.395416263157565,Healthy
30,96,230,57,245,6.238658765979388,Drainage
34,80,46,26,82,6.1840735955585355,Irrigate
24,68,197,53,244,6.158932014634247,Healthy
25,68,204,52,279,6.4486071366728,Sulfur
26,70,229,58,211,6.588116017866815,Healthy
27,75,211,55,258,6.549316605721268,Healthy
30,40,102,24,136,7.845629780915776,MOP
25,74,220,44,151,7.033617106522772,MOP
26,76,228,54,247,6.892302802147192,Irrigate
29,97,204,46,256,6.164436898700092,Drainage
25,56,100,34,203,7.309703712794069,Drainage
25,63,219,40,276,6.8965737047500895,Healthy
29,72,216,55,239,5.361506399974641,Dolomite
29,70,238,49,206,7.749564665243713,Sulfur
24,78,255,44,83,6.605162612901403,MOP
29,65,138,49,225,6.099040594234753,Drainage
25,65,146,46,275,6.355772117697373,Healthy
27,62,200,53,147,6.103078655313777,MOP
22,61,227,43,221,6.102217427309277,Healthy
28,75,230,54,290,6.685475688786168,Healthy
28,68,246,56,54,6.648753269774796,MOP
28,61,232,45,235,6.749418568230241,Healthy
25,79,196,40,247,8.23505102510219,Sulfur
26,66,230,54,197,4.9943748007099344,Dolomite
30,71,224,52,136,5.96666503087698,MOP
24,69,218,51,262,6.826650111245017,Healthy
25,104,207,54,243,6.511439373530078,Drainage
21,97,235,47,302,6.48769937929537,Drainage
31,103,97,30,150,8.124342433800713,Urea
26,69,221,42,211,6.201322224956247,Healthy
24,60,241,19,292,6.871528995522812,DAP
27,70,247,44,264,6.973673534793988,Healthy
28,60,226,45,257,6.898478238588517,Healthy
29,76,203,53,91,6.382166348022997,MOP
28,27,218,58,304,6.782888959274003,Irrigate
29,77,126,45,267,5.9838309990162175,Urea
29,76,220,49,150,7.069450531086014,MOP
27,78,194,55,219,7.95064733331063,Sulfur
28,68,234,58,263,8.085089119370158,Sulfur
28,76,204,15,251,6.776190608434252,DAP
24,104,220,4,237,7.694410433964521,Sulfur
29,76,211,57,235,6.592615472534104,Healthy
25,72,96,48,200,6.953463429374602,Urea
30,66,197,42,296,6.496166955536517,Healthy
29,75,235,54,242,6.453830011998904,Healthy
27,71,211,52,271,6.887796783816766,Healthy
30,76,238,43,249,8.11332301665775,Sulfur
29,43,253,41,198,6.182001370827075,Irrigate
29,79,240,11,227,6.4063111366613645,Sulfur
27,63,242,62,201,6.658343724099751,Healthy
30,71,208,45,263,6.414251444275861,Healthy
35,31,175,58,189,6.309227554010472,MOP
29,78,229,19,291,6.905878763934282,DAP
28,72,126,56,215,6.778580800760778,Urea
25,75,183,49,283,6.4886656351657415,Dolomite
32,38,237,28,245,6.4587312870497815,Irrigate
26,77,243,40,88,6.649108229490597,MOP
25,99,218,40,233,6.434656449023735,Drainage
31,53,104,24,177,8.163447956860265,Dolomite
28,67,199,53,195,6.068168207413136,Irrigate
31,69,212,48,269,7.7946683774646495,Sulfur
32,69,231,20,244,6.143180357377194,DAP
30,68,80,62,208,6.754650208919883,Urea
25,56,230,60,259,8.210574982676027,Sulfur
27,80,247,58,40,6.783898645498983,MOP
30,70,236,48,261,7.025769075365321,Healthy
26,72,196,52,268,6.341437035816273,Drainage
32,36,251,46,203,6.156543314269988,Drainage
26,70,236,51,112,6.329391412095852,MOP
28,77,237,43,284,6.6099874550938615,Healthy
24,78,218,39,60,6.407358341363033,MOP
24,68,236,57,278,6.385515140886459,Healthy
24,73,227,56,286,7.780320672288727,Sulfur
30,76,215,41,275,6.606481286132103,Healthy
27,72,213,52,226,6.865783811776208,Healthy
31,78,237,52,238,6.5649931870198985,Healthy
32,89,36,4,243,7.703800645222734,Healthy
32,106,202,27,214,7.424886161729816,Irrigate
30,81,223,44,232,5.105743526412369,Dolomite
30,66,108,55,291,6.741194650387436,Urea
28,64,239,4,296,6.214747413831534,DAP
35,98,237,54,126,6.706211888597673,MOP
28,35,226,42,225,6.608669290352322,Irrigate
26,71,229,43,254,6.705700499650447,Healthy
32,78,217,57,213,6.33403519387546,Healthy
27,73,228,54,216,4.903646394692966,Dolomite
27,56,216,57,289,6.851413191225118,Healthy
28,66,247,17,216,6.845981432943141,DAP
30,74,110,55,225,5.968095869792496,Urea
29,96,218,52,302,5.938794291638441,Drainage
28,96,231,50,234,6.903230692093031,Drainage
35,93,145,14,220,7.352292229036394,Drainage
28,76,235,57,292,7.896778990166395,Sulfur
25,65,225,57,245,6.295045603879768,Healthy
24,69,76,43,254,7.041486854324949,Urea
29,64,230,43,213,7.0001669617153,Healthy
28,95,219,58,228,6.693951662055719,Drainage
30,77,232,53,263,5.154005425985141,Dolomite
26,66,226,58,210,6.574913052010335,Healthy
23,81,250,57,117,6.15213046196015,MOP
31,96,219,55,230,6.932268332474945,Drainage
27,95,237,40,299,6.315896307248483,Drainage
26,61,223,59,262,7.90070540749545,Sulfur
30,76,215,46,282,6.336524951217749,Healthy
27,18,199,42,245,6.8365050031402985,Irrigate
27,72,236,59,283,6.308389976066951,Healthy
27,100,182,35,75,5.052486039209823,Healthy
27,59,226,22,232,6.817350151552533,DAP
29,73,56,57,278,7.011630397874924,Urea
26,82,241,56,212,7.771667993049824,Sulfur
31,32,236,49,250,6.225863430526004,Irrigate
26,96,266,51,238,5.903035446553838,Drainage
29,41,238,50,265,6.623337694136135,Drainage
30,65,225,51,300,5.263214976927684,Dolomite
28,80,215,52,267,4.397935960939425,Dolomite
26,71,205,38,257,6.315222946642136,Healthy
28,68,215,43,224,6.787843232783464,Healthy
26,65,248,47,208,6.298904073967399,Healthy
25,98,241,53,191,6.147722987833015,Drainage
27,27,230,41,282,6.930959438533804,Irrigate
29,62,236,21,272,6.916757569556661,DAP
26,73,203,45,299,6.620274899360327,Healthy
27,71,119,59,253,6.81648190645949,Urea
26,72,225,40,206,7.007850929315867,Healthy
27,57,146,56,205,6.228011101870958,Urea
25,59,111,40,317,7.82737508981112,DAP
26,67,242,59,103,6.870345044963234,DAP
32,65,206,56,214,6.181339930569578,Healthy
29,73,226,19,260,6.24342309623238,DAP
35,26,53,50,50,6.210372684439809,MOP
22,70,126,43,198,6.916849397833993,Urea
28,28,224,55,277,6.666866521516537,Irrigate
33,15,134,60,128,4.458376095329732,Healthy
27,95,214,44,241,6.787008995442012,Urea
34,39,219,37,100,6.79220112616386,Sulfur
25,77,206,16,230,6.5189689464945255,DAP
27,65,210,56,291,6.378706132207772,Healthy
31,65,229,55,248,4.691407574181815,Dolomite
25,28,214,51,213,6.39203653645842,Irrigate
28,95,227,46,224,6.602613734241242,Drainage
27,30,210,60,302,6.14095700262489,Irrigate
26,65,143,60,253,6.065177657929967,Urea
34,56,75,18,152,6.882605880211614,Sulfur
21,55,72,4,233,5.419586319066434,MOP
27,57,200,57,219,4.620622118540712,Dolomite
28,61,228,9,225,6.4426757324395005,DAP
26,59,240,40,135,6.860197163138638,MOP
29,64,211,59,245,8.021817919412445,Sulfur
31,72,221,43,156,6.644742569238024,MOP
26,98,228,47,261,6.252950171214534,Drainage
28,60,248,22,202,6.721746982408254,DAP
33,43,97,30,45,6.589866496943511,Healthy
28,75,218,53,199,4.672903232383298,Dolomite
27,55,219,53,105,6.533256103345467,MOP
26,25,207,2,275,8.11117646804589,Healthy
26,74,227,55,276,7.523265324931506,Sulfur
33,56,263,6,240,7.661774153069807,MOP
24,78,203,5,229,6.347686775887136,DAP
29,73,217,37,261,8.147769520612586,Sulfur
29,57,204,50,241,8.431713861460299,Sulfur
26,71,78,64,265,6.542594964542477,DAP
27,91,219,34,161,6.769736726298504,Irrigate
24,73,234,46,84,6.2133248560397725,MOP
34,96,49,4,182,5.449744133141347,Sulfur
25,80,222,62,236,7.722227133252684,Sulfur
26,64,206,61,267,5.223634762003418,Dolomite
24,38,35,12,86,8.257108388091485,Sulfur
29,81,225,49,210,6.664929316516042,Healthy
29,68,204,49,255,6.211820041499971,Healthy
27,73,267,22,255,6.704594099967479,DAP
29,81,206,40,203,6.479091397363994,Healthy
28,75,124,44,290,6.01668956907462,Urea
31,64,229,52,221,6.893259139480893,Healthy
28,68,227,45,252,4.744737661820521,Dolomite
29,64,201,55,254,6.323209349347022,Healthy
27,73,223,47,259,7.918520681960006,Sulfur
28,83,211,43,226,6.658078671855129,Healthy
31,65,149,55,249,6.182717326452923,Urea
26,94,237,42,280,6.175176307802635,Drainage
34,65,242,35,41,7.988907603777646,Irrigate
27,71,227,48,205,6.619486667162105,Healthy
26,63,254,58,305,6.310035259679199,Healthy
29,71,66,2,151,7.734993624324378,Healthy
28,71,228,19,291,6.5030027363231,DAP
30,102,152,5,177,5.590501555389503,Irrigate
31,68,220,58,84,6.164434507036898,MOP
27,79,271,45,259,6.354389394240166,Healthy
28,62,227,26,249,7.049511443669721,DAP
27,75,252,42,272,6.201700488594107,Healthy
21,22,263,4,287,7.730815908561011,MOP
26,39,237,60,233,6.256117028498435,Irrigate
26,66,206,53,265,6.0366701037345845,Healthy
30,32,202,50,221,6.616775621555188,Irrigate
26,41,214,39,265,6.935379387928894,Irrigate
27,70,209,50,283,5.134250437565275,Dolomite
28,61,213,59,175,6.261782710819126,MOP
26,39,239,53,191,6.712479281138211,Irrigate
23,77,217,56,264,6.466287509212161,Healthy
29,65,72,48,293,6.946080660244452,Urea
24,63,109,40,199,6.095079392909278,Urea
26,61,238,49,273,6.701171192310063,Healthy
26,34,245,41,268,6.212044025044908,Irrigate
29,74,123,59,249,6.100550052883352,Urea
27,31,215,57,215,6.69035087152252,Irrigate
27,78,249,9,285,6.641216981990021,DAP
24,71,235,44,265,5.357279565800026,Dolomite
27,66,215,40,243,6.067322887632111,Healthy
28,71,226,47,251,6.482906329490118,Healthy
29,62,258,13,236,6.694285313226138,DAP
27,66,238,58,205,6.148618652130806,Healthy
28,76,238,43,257,7.579248439484246,Sulfur
30,67,216,18,234,6.540634108490251,DAP
24,28,228,41,278,6.802812723172426,Irrigate
30,67,212,60,240,6.943460244417526,Healthy
27,32,231,53,263,6.237700601270268,Irrigate
28,74,238,57,196,6.413630864129652,Healthy
22,69,239,42,311,7.678311107458652,Sulfur
26,98,226,41,251,6.727820361545688,Drainage
31,78,231,43,290,4.357962002880645,Sulfur
29,62,229,53,263,6.091457480633808,Healthy
24,74,241,10,266,5.994175396709058,DAP
24,99,232,59,193,6.7936414192706,Drainage
30,70,248,53,63,6.611244200129189,MOP
29,78,135,51,291,6.5382247545774455,Drainage
27,77,248,47,225,7.96838089295279,Sulfur
30,89,258,57,218,6.753774753212677,Drainage
31,42,183,60,102,6.765859774601589,Healthy
23,73,243,44,209,6.099571040312776,Healthy
26,71,189,43,215,6.268166494513968,Healthy
25,35,260,52,286,6.689158992127747,Irrigate
27,96,224,39,240,6.315830272673313,Drainage
28,76,228,48,95,7.079274065451466,Irrigate
26,65,243,53,215,5.264093677334093,Dolomite
26,80,151,39,295,6.756081493579808,Urea
29,68,253,60,265,6.432155696888415,Healthy
30,71,216,42,81,6.238344483922395,MOP
25,73,205,43,75,6.057831064782635,MOP
29,70,217,57,262,6.232903686624043,Sulfur
28,72,255,52,241,4.652330575872394,Urea
28,72,204,52,293,4.775985853562025,Dolomite
28,64,237,40,90,6.813818622631384,MOP
27,69,246,59,65,6.124943980192266,MOP
28,61,209,13,238,6.744217811935518,DAP
22,37,250,46,227,7.000445797785328,Irrigate
27,75,252,57,214,6.409330377302744,Healthy
25,68,230,52,284,6.690839485342509,Healthy
27,58,175,42,158,5.36065561964822,Healthy
27,70,250,53,279,5.170294591895176,Dolomite
27,64,212,12,288,6.260900477456358,Sulfur
29,19,242,56,291,6.807631350246378,Irrigate
21,61,251,3,277,5.054773122977888,MOP
27,61,193,16,243,6.537954351811003,DAP
30,97,250,46,220,6.572437128773308,Drainage
27,88,236,39,272,6.525333147238753,Drainage
25,69,143,60,273,6.220870615032615,Urea
25,69,217,57,250,5.29674578684531,Dolomite
22,95,214,63,258,6.7779027831009175,DAP
29,57,241,15,200,6.692130282102662,DAP
27,23,213,56,297,6.500989039372227,Irrigate
27,80,211,58,282,6.977023280369561,Healthy
27,73,210,44,236,4.641074215248674,Dolomite
34,100,198,9,87,4.432539089298942,DAP
24,70,236,12,205,6.2032384121985045,DAP
23,62,221,54,246,6.474099810775545,Drainage
29,71,217,50,221,6.391216228643616,Healthy
30,30,239,49,308,6.763954300468653,Irrigate
29,60,247,45,279,4.671294210736868,Dolomite
30,74,140,52,295,6.136790134572505,Urea
28,69,178,7,222,6.387545979803976,DAP
30,40,225,39,240,6.626246401965186,Irrigate
29,69,191,52,247,6.852903885614416,Healthy
27,25,214,49,220,6.317054414720091,Irrigate
24,65,237,13,215,6.835785003181512,DAP
27,81,216,17,269,6.761853947095045,DAP
32,94,35,21,242,6.6367092577975715,MOP
32,68,202,42,277,7.889710760483624,Sulfur
28,72,230,54,113,6.410711597672152,MOP
28,47,225,55,249,6.49396236532224,Irrigate
29,72,212,5,255,6.4204464418050575,DAP
26,76,222,45,228,6.28932708739005,Healthy
31,79,204,43,298,6.566862223925481,Drainage
29,78,135,49,164,7.808282196943703,Dolomite
29,62,244,46,246,5.353647989169644,Dolomite
27,77,251,46,230,7.977980318417373,Sulfur
27,71,235,46,123,5.943953461309892,MOP
28,26,203,50,249,5.971544436005429,Irrigate
28,72,217,20,281,6.700623925693739,Irrigate
26,62,85,56,214,6.920389327700132,Urea
28,91,205,58,271,5.939760295727298,Drainage
25,21,230,44,220,6.658643579036795,Irrigate
27,84,113,59,218,6.003881929267197,Urea
30,72,226,47,309,6.762840733862655,Healthy
26,74,67,55,205,6.953459552851349,Urea
23,25,238,57,215,6.717986114484242,Irrigate
28,60,225,55,268,8.100316731197138,Sulfur
31,91,227,46,217,6.23503387672442,Healthy
27,35,189,46,211,5.969343392707307,Irrigate
31,77,214,4,296,6.282822095657862,DAP
26,94,192,59,270,7.062793503065621,Drainage
28,71,239,49,141,6.92656353938748,MOP
35,83,74,16,129,4.564133399907259,Irrigate
25,65,226,38,258,6.52200902262398,Healthy
29,83,234,17,228,6.277941124287675,DAP
30,69,211,57,225,4.427531828494928,Dolomite
29,78,199,40,252,6.65857699341386,Healthy
25,75,228,59,225,4.667301279162349,Dolomite
25,94,206,45,217,6.853006013073133,Drainage
29,62,219,51,287,4.811080932531697,Dolomite
23,94,136,43,219,6.93094473204701,MOP
30,91,204,40,229,6.635059446094296,Drainage
29,74,235,57,191,8.303002408233347,Healthy
24,61,198,53,249,7.801319803011069,Sulfur
26,75,242,58,202,6.560539006625629,Healthy
30,67,237,42,76,7.090273854705228,MOP
29,71,231,57,256,7.833252883949045,Sulfur
28,33,221,45,189,6.9288740116030825,Irrigate
26,29,209,42,268,6.807440498085345,Irrigate
30,62,115,62,219,6.9710791029809736,Urea
27,24,175,38,207,5.28174434565762,MOP
25,76,234,10,249,6.540953914754623,DAP
30,80,237,57,199,6.225605803590466,Healthy
19,44,133,9,288,7.4460958638345796,Dolomite
32,95,207,41,259,5.988419221498999,Drainage
29,70,231,59,265,6.55455469744505,Healthy
28,101,247,56,264,6.073313972686808,Drainage
32,79,227,41,54,6.163056191112325,DAP
26,97,201,57,273,6.365435189724999,Drainage
26,83,222,48,295,4.943392676782962,Dolomite
29,48,162,26,195,8.364770212654182,Drainage
28,67,205,52,255,6.374071775570106,Healthy
26,66,231,56,282,6.811183893708861,Healthy
20,22,48,25,145,7.24011285079619,Sulfur
30,67,237,52,224,4.783159483850048,Dolomite
26,20,215,48,216,6.179787486292169,Irrigate
25,76,110,42,230,6.471659632223197,Urea
27,42,196,54,272,6.359031296963135,Irrigate
27,75,227,61,108,6.29006939912826,Sulfur
26,73,248,44,276,6.980396636458858,Healthy
25,71,259,43,235,6.331099278100692,Healthy
28,62,209,49,234,6.396409306097483,Healthy
29,64,231,49,258,6.418006133591112,Healthy
31,91,238,58,296,6.750552624286799,Drainage
28,63,221,60,204,6.780149737786038,Healthy
29,28,214,55,266,6.775736470285316,Irrigate
24,96,233,43,283,6.590752580646914,Drainage
22,70,244,34,228,6.183144993550186,MOP
23,72,228,19,273,6.218114314636837,DAP
27,68,211,61,263,5.225082957210842,Dolomite
26,35,230,51,241,6.32541483522796,Irrigate
24,77,225,53,251,6.765444219191993,Healthy
34,76,207,24,279,6.960834264095047,DAP
28,23,231,59,187,6.4955873459180165,Dolomite
26,90,234,46,306,6.295532107059402,DAP
26,72,222,42,236,6.158333656058731,Healthy
24,65,235,48,281,6.463714120904229,Healthy
25,78,245,58,198,6.836027476351619,Dolomite
25,75,208,62,290,7.901926255352551,Sulfur
29,78,70,52,231,6.567672267975918,DAP
25,67,269,2,207,6.42400129663528,DAP
29,81,253,49,283,5.917710851941389,Healthy
30,66,243,49,250,6.684778387529093,Healthy
31,68,82,54,201,6.522859672898584,Urea
29,67,230,59,269,6.140807599949892,Healthy
25,39,229,45,276,6.402767283528163,Irrigate
25,76,227,51,258,6.928859872865254,Healthy
24,66,240,60,247,6.463286377139176,Healthy
31,76,239,5,260,6.317770365254892,DAP
26,63,205,41,247,6.503643992528966,Healthy
28,58,157,43,248,6.877751664436035,Urea
32,63,247,14,303,6.362318165116533,DAP
30,101,199,50,311,6.207821652360167,Drainage
25,67,241,13,244,6.879094901906543,DAP
27,67,239,48,209,6.308464404702846,Healthy
26,73,217,60,269,6.653962759361718,Healthy
30,82,208,54,217,6.212069182619554,Healthy
29,68,196,45,209,6.837293151013203,Healthy
32,46,154,13,313,4.602522366603424,Sulfur
31,63,189,39,58,6.67167734471805,MOP
26,61,233,47,68,6.259769445932306,DAP
26,77,230,55,294,5.459640870742399,Dolomite
31,68,246,48,215,6.272342624936019,Healthy
25,24,240,40,209,6.367887475293782,Irrigate
28,67,231,11,275,6.012509527371539,DAP
27,88,212,52,282,6.311027578608246,Drainage
29,69,245,43,241,6.393931379408939,Healthy
29,61,247,56,232,4.821212056252709,Dolomite
28,75,206,39,269,6.557885934126084,Healthy
27,100,214,40,291,6.9841559043053865,Drainage
28,69,205,42,223,7.98602236418986,Sulfur
28,59,205,41,217,7.146222277783748,Healthy
30,69,108,48,236,6.869028621387101,Urea
19,23,102,63,156,7.176678015115462,Sulfur
28,100,227,46,278,6.28975925477721,Drainage
33,66,54,56,200,6.468967709573117,Urea
28,73,218,40,60,6.434603094595968,MOP
26,88,216,49,246,6.486513554429903,Drainage
27,84,203,8,253,6.172956051788471,DAP
30,73,236,45,257,6.246812542859134,Healthy
28,63,182,9,258,6.165319091837841,DAP
25,69,240,47,261,7.732157827983481,Drainage
29,73,203,59,213,8.482048196840179,DAP
25,68,91,43,169,6.581477550721827,Urea
27,65,252,45,297,8.180393017111586,Sulfur
26,60,223,58,216,4.815172771472614,Urea
30,97,242,45,313,6.724526948232183,Drainage
25,77,245,52,262,4.687663858891586,Dolomite
27,24,221,55,287,6.145336791612098,Irrigate
19,26,248,53,207,7.288097671004524,Dolomite
29,14,173,47,33,5.67970813706126,Healthy
33,70,142,51,306,6.093651444661255,Urea
27,58,195,54,254,6.790803947047136,Healthy
25,69,224,55,210,6.8011529253847325,Healthy
31,64,232,53,240,6.606637563818475,Healthy
30,80,224,43,230,4.419905865283703,Urea
28,76,205,40,274,6.906850276825524,Healthy
28,67,222,47,262,5.398962784515639,Dolomite
25,64,214,53,205,6.280617499057189,Healthy
29,69,198,52,275,7.622081415732675,Sulfur
28,49,253,42,244,6.003323976356812,Irrigate
31,68,236,11,237,6.922471580389454,DAP
28,77,252,60,261,6.347506413158013,Healthy
29,40,192,44,259,6.565372111333208,Irrigate
33,65,221,14,269,6.44497189459822,DAP
32,94,247,42,186,6.739120280187272,Drainage
26,60,258,56,300,5.928781391850929,Healthy
27,103,212,43,243,6.794015848768932,Drainage
35,47,135,9,98,4.452336492913947,Drainage
26,65,237,49,256,6.170935689590157,Healthy
26,70,90,53,289,6.370829076028233,Urea
32,34,88,1,319,8.665007996800135,Drainage
24,63,89,59,196,6.382677128187413,Urea
25,76,241,52,212,6.030920100146081,Healthy
29,66,220,50,228,6.284045320705606,Healthy
24,62,121,51,220,6.277232558055616,Urea
25,72,102,39,266,6.705886675086479,Urea
30,21,228,40,242,6.443036983386666,Irrigate
23,72,225,17,223,6.204317203053897,DAP
30,65,241,51,99,6.387822859922633,MOP
26,69,238,21,216,6.235332548578199,DAP
30,65,229,57,128,6.121444505786712,MOP
24,66,115,42,278,6.32438121432575,Urea
30,63,213,42,222,6.3627666244930925,Urea
33,15,129,51,170,5.18480676656752,DAP
27,60,226,57,232,5.295253913750105,Dolomite
29,61,241,56,206,6.518679299896556,Healthy
27,64,214,55,271,6.66916145095619,Healthy
24,74,243,41,280,6.408042752323392,Healthy
26,89,245,50,212,5.897973647870343,Drainage
30,63,221,46,237,5.026240921634328,Dolomite
30,67,235,16,291,6.222847982063564,Dolomite
30,78,227,50,255,6.529462742250194,Healthy
25,65,230,44,251,7.754382801581658,Dolomite
31,64,224,41,260,6.6666204665036695,Healthy
35,60,255,48,280,6.170090961462241,Healthy
22,16,141,26,131,4.808861126040302,Healthy
29,30,205,49,272,7.036466937638531,Irrigate
25,73,214,15,251,6.09359240746855,Drainage
29,57,228,46,293,4.626385551580555,Dolomite
24,49,194,26,47,5.983056526551694,DAP
26,38,202,58,225,5.847996027345776,Irrigate
31,74,237,48,191,6.36519215789513,Healthy
28,35,120,62,108,7.3318321048200294,Sulfur
29,68,239,50,242,8.260786356869692,Sulfur
30,59,227,57,242,8.569122744708828,Sulfur
27,64,203,48,209,6.112607703807345,Healthy
26,100,214,55,259,6.441078782593884,Drainage
32,74,197,41,65,6.4825146009613706,MOP
21,81,200,48,290,7.634912321892693,Sulfur
27,74,86,52,209,6.680111844687748,Urea
26,67,133,51,221,6.40700266270772,Urea
28,23,259,53,277,6.714035841504092,Irrigate
27,78,243,18,285,6.543939013976986,DAP
29,49,144,31,136,8.591158585151712,Dolomite
27,70,243,54,212,6.084819871389924,Sulfur
26,76,173,39,189,7.917057863824105,Sulfur
27,76,126,53,247,6.775963131084649,Urea
26,77,248,53,274,6.508998006777751,Healthy
26,80,206,42,289,6.849722329585887,Healthy
32,95,217,51,257,6.319162529048294,Drainage
29,63,134,40,227,6.360371387934081,Urea
29,73,226,52,300,7.523193983921019,Sulfur
28,65,96,44,309,5.855752263958218,Urea
29,72,233,41,269,6.075385595851571,Healthy
29,65,203,45,205,6.745724452560158,Healthy
27,75,91,42,279,6.348894832711921,Urea
32,68,227,55,262,7.637112176681506,Sulfur
28,81,202,7,294,6.922115126426151,DAP
27,68,215,21,251,6.575601060034476,Urea
24,59,229,43,127,6.277463449893105,MOP
29,75,202,47,119,6.383440050690575,MOP
30,60,240,59,201,6.38529694931276,Irrigate
31,60,209,41,236,4.861631306105022,Dolomite
28,99,228,52,282,6.521845252494659,Drainage
23,60,240,57,226,6.46686325398909,Healthy
31,99,228,41,252,6.77652797370503,Drainage
28,90,216,48,199,6.886607308796976,Drainage
25,35,205,40,203,6.0023296084435644,Irrigate
27,75,235,21,230,6.986090111070287,DAP
27,76,217,51,254,6.631527708205968,Healthy
28,79,235,26,308,6.52791479473657,DAP
27,70,266,55,267,4.632815534324233,Dolomite
28,106,241,43,283,6.89489361348791,Drainage
23,66,203,42,243,7.694082803832232,Sulfur
27,75,228,10,228,6.630137510545363,DAP
26,67,232,13,264,6.806005554161247,DAP
31,63,206,43,216,7.465900349399454,Sulfur
27,79,229,60,241,4.643601977728649,Dolomite
29,77,205,56,117,6.565629806346563,MOP
25,71,232,43,222,6.426705454530589,Healthy
24,74,236,47,283,6.787247503730183,Healthy
26,71,230,24,274,6.69717356460546,DAP
22,23,71,41,85,8.435222748972699,Drainage
27,65,228,53,102,6.616314374731099,MOP
28,63,210,40,259,6.791028267190027,Healthy
26,46,214,44,239,6.88039643861828,Irrigate
27,64,47,50,207,6.870842188798688,Urea
28,76,228,62,120,6.659336432377996,MOP
27,62,220,45,230,5.431935799117071,Dolomite
19,53,268,43,31,7.376323687694848,Dolomite
27,70,202,42,269,6.6212449173047165,Healthy
30,34,204,57,275,6.825952688417935,Irrigate
28,23,239,59,223,6.215711491881533,Irrigate
29,94,206,51,271,6.7593866484574345,Drainage
29,99,223,47,232,6.22439633229572,Drainage
29,75,229,43,135,6.325651613525576,Irrigate
29,64,231,42,131,6.81465455574349,MOP
28,99,221,56,203,6.687320892787088,Drainage
28,63,240,14,201,6.859086362949528,DAP
31,80,219,60,243,6.2305106199742495,Healthy
33,14,84,9,261,8.139635377692354,Sulfur
29,74,63,40,223,6.987834872333724,Urea
23,60,135,10,209,8.34579564706543,Dolomite
27,68,194,43,103,5.894622569285557,MOP
27,62,215,18,284,5.958994766714807,DAP
26,96,221,38,256,6.091331996785387,Drainage
31,72,62,50,232,6.11474140799227,Urea
27,74,212,50,257,7.71690833437717,Sulfur
20,14,182,22,70,6.459610842343555,DAP
28,61,239,47,290,6.651078485638124,Healthy
25,34,210,41,217,6.118146755585265,Irrigate
31,26,174,30,164,5.763800040574833,Sulfur
26,65,227,45,223,6.627358079514456,Urea
30,65,220,60,264,8.283105650900346,Sulfur
23,60,41,16,267,5.3854757097662995,Dolomite
25,79,188,53,244,8.376125042328354,Sulfur
27,70,233,58,255,8.047555448911764,Sulfur
26,76,223,55,298,8.406688326334125,Sulfur
31,66,235,51,243,6.4267029846768695,Healthy
24,68,223,47,142,6.203888899959453,Irrigate
32,97,229,57,237,6.594097702614079,Drainage
28,59,223,44,281,4.631666066596483,Dolomite
29,72,227,50,207,6.751259480335797,Healthy
27,74,234,45,114,6.1708271987381735,MOP
28,66,222,42,255,6.32235473440222,Healthy
24,65,233,43,275,6.910616986434535,Healthy
27,93,266,3,191,4.757156237024198,Dolomite
26,74,198,49,197,4.885962515670734,Dolomite
27,42,206,54,221,6.7057391874801775,Irrigate
22,78,249,52,289,7.47656517310208,Sulfur
29,78,229,57,288,4.983133749169284,Dolomite
28,60,219,59,295,7.823859845797394,Sulfur
32,80,256,49,252,6.631097150034087,Healthy
30,74,250,15,232,6.526987207159568,DAP
28,41,268,58,244,4.961238442120832,MOP
25,53,253,66,104,6.404343907657336,Drainage
28,78,221,53,273,6.491260977277613,Healthy
29,69,190,57,263,6.955544246085803,Healthy
25,97,214,37,205,6.237320481507383,Drainage
30,73,252,43,201,6.724799990111807,Healthy
29,73,212,53,39,6.886057457997806,Urea
33,56,66,17,193,6.798190938376263,Healthy
27,67,228,55,238,6.375026900017565,Healthy
25,74,78,45,246,6.160025078784486,Urea
29,56,206,52,243,6.42726009363923,Healthy
23,73,258,54,222,5.648146471779681,MOP
30,100,231,53,237,6.842568199498289,Drainage
